,invoice_id,issue_date,creation_date,invoice_type,buyer_company_name,vendor_company_name,payment_status,days_since_issue,past_due,total_amount_with_taxes,work_description,payment_status_norm
3930,4065,2025-10-31,2025-10-24T13:50:00+00:00,Regular,Greenboro Medical Center,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,82,True,1356.0,Janitorial services - 25 Tapiola Cresent - October 2025,unpaid
3931,4066,2025-10-31,2025-10-24T13:52:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,4384.5,Janitorial Services at BELL ON - OCTOBER 2025,unpaid
3932,4067,2025-10-31,2025-10-24T13:53:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,2663.19,Janitorial Services at BELL QC - OCTOBER 2025,unpaid
3933,4070,2025-10-31,2025-10-26T13:16:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,82,True,4504.3,99 Fifth (Bank & fifth) Residential- Janitorial Services - October 2025,unpaid
3935,4072,2025-10-26,2025-10-26T13:26:00+00:00,One Shot,12433087 Canada Inc,13037622 Canada Inc,Unpaid,87,True,8554.24,1341 Meadowlands-Parkwood Hills (Package 2) October 2025,unpaid
3937,4075,2025-10-31,2025-10-26T14:04:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,82,True,226.0,193 Metcalfe-Corridor- Janitorial services October 2025,unpaid
3943,4081,2025-10-31,2025-10-27T07:07:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,82,True,16944.35,Janitorial Services at 30 Eleanor Skyline and Maisonettes- Package 5 and 6 - October 2025,unpaid
3947,4085,2025-10-27,2025-10-27T15:29:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,86,True,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
3948,4086,2025-10-31,2025-10-27T15:32:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,82,True,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
3949,4087,2025-10-31,2025-10-27T15:36:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,82,True,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
3950,4088,2025-10-31,2025-10-27T15:39:00+00:00,Regular,9359-6633 Quebec Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,197.75,"Janitorial Services Bank TD,1295 Carling Ave, Ottawa, ON",unpaid
3951,4089,2025-10-31,2025-10-27T15:47:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,4944.65,"Janitorial Services,1341 Meadowlands Dr-Parkwood Hills-Package 1,",unpaid
3952,4090,2025-10-31,2025-10-27T15:57:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
3953,4091,2025-10-31,2025-10-27T16:00:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
3954,4092,2025-10-31,2025-10-27T16:04:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
3955,4093,2025-10-31,2025-10-27T16:08:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,953.04,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
3956,4094,2025-10-31,2025-10-27T16:11:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,82,True,1213.09,"Janitorial Services ,2355 St Laurent, Ottawa,ON",unpaid
3957,4095,2025-10-31,2025-10-27T18:18:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,408.59,Labour: Janitorial services at BELL ON. Replacements October,unpaid
3961,4099,2025-10-27,2025-10-28T02:53:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,86,True,256.5,7761 HIGHWAY 207 HWY - Service Call - Water on floor in main room coming from diesel room pipe leaking from water pump to hot water heater. (09 Sep),unpaid
3967,4105,2025-10-27,2025-10-28T03:21:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,86,True,775.63,TDA0603 - TDC80805092 - 5219 Mitch Owens Rd - Installation of anti-slip (Oct 26),unpaid
3976,4114,2025-10-31,2025-10-28T16:28:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,293.19,Janitorial Services and Provision of supplies at 23 rue du manoir - October 2025,unpaid
3977,4115,2025-10-31,2025-10-28T16:31:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,1117.1,Janitorial Services Infrequent sites BELL ON - October 2025,unpaid
3978,4116,2025-10-31,2025-10-28T16:38:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,82,True,873.59,Janitorial Services Infrequent sites BELL QC - OCTOBER 2025,unpaid
3985,4123,2025-10-31,2025-10-28T20:44:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,82,True,402.41,Mach- 550 De la Cite Janitorial services lower level - October 2025,unpaid
3986,4124,2025-10-29,2025-10-29T06:45:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,84,True,445.61,1155 RB- Suite 11th floor- 2 days per week (contrecoeur)- October 2025,unpaid
3990,4129,2025-10-29,2025-10-29T07:09:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,84,True,120.72,MACH-1080 Beaver Hall - suite 1512-Sweep and mop floors at data centre once per week (1610) October 2025,unpaid
3993,4132,2025-10-29,2025-10-29T07:58:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,84,True,229.95,MACH-2001 McGill-Extra service menager -SITA (1601) October 2025,unpaid
4009,4148,2025-10-31,2025-10-29T17:44:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,82,True,423.75,Janitorial Services at JR Saints October 2025,unpaid
4010,4149,2025-10-31,2025-10-29T18:18:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,1007.18,Janitorial Services at 8 Place de commerce- Oct 2025,unpaid
4011,4150,2025-10-31,2025-10-29T18:45:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,5703.91,"Janitorial Services at 201-211 Avenue Laurier E, Montréal, QC- Sept 2025",unpaid
4012,4151,2025-10-31,2025-10-29T19:13:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,41223.72,Janitorial Services at 2001 Avenue McGill - Oct 2025,unpaid
4013,4152,2025-10-31,2025-10-29T19:19:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,229.95,Janitorial Services at 5970 Boul Henri-Bourassa O. Saint-Laurent O.S- Oct 2025,unpaid
4021,4160,2025-10-31,2025-10-29T20:15:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,5003.89,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4022,4161,2025-10-31,2025-10-29T20:21:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,1112.04,Janitorial services at 5800 Boul Cavendish (Mall Cavendish) 01-31oct 2025,unpaid
4023,4162,2025-10-31,2025-10-29T20:33:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,2825.63,Janitorial services at 7077-7101 Parc / Huawei 01-31 octobre 2025,unpaid
4037,4176,2025-10-31,2025-10-30T08:45:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,82,True,2090.5,Labour:Janitorial Services at 700 Sussex St. Ottawa October 25,unpaid
4038,4177,2025-10-31,2025-10-30T08:50:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,82,True,2327.69,"Janitorial Services - 454 Laurier Av E, Ottawa October 25",unpaid
4039,4178,2025-10-31,2025-10-30T08:54:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,82,True,406.38,Janitorial Services at Media Plus 103-141 Catherine St - October 2025Labour - Washrooms one per week,unpaid
4040,4179,2025-10-31,2025-10-30T09:13:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,82,True,4350.5,Janitorial Services at OPA- October 2025,unpaid
4041,4180,2025-10-31,2025-10-30T09:19:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,82,True,423.75,Janitorial Services at J & R Saints 101 - 141 Catherine St - October 2025,unpaid
4042,4181,2025-10-30,2025-10-30T14:26:00+00:00,One Shot,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,83,True,1256.68,Replacement at 825 rue Saint Laurent (Place Longueuil) mois oct 2025,unpaid
4043,4182,2025-10-31,2025-10-31T15:14:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,82,True,16149.68,Janitorial Services at 1801 Hollis Street- October 2025,unpaid
4044,4183,2025-10-31,2025-10-31T15:17:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,82,True,16122.99,Janitorial Services at 99 Wyze Road. October 2025,unpaid
4045,4184,2025-10-31,2025-10-31T17:21:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,82,True,2086.2,Janitorial services at 1801 Hollis st - October 2025,unpaid
4046,4185,2025-10-31,2025-10-31T17:30:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,82,True,285.0,Janitorial Services at 99 Wyze Road. October 2025,unpaid
4047,4186,2025-10-31,2025-10-31T18:55:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,82,True,825.06,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4052,4191,2025-11-30,2025-11-03T12:31:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,5081.67,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4053,4192,2025-11-30,2025-11-03T12:57:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,428.98,"Janitorial services at 101 Bd Cardinal Léger, Pincourt. Reg mois Octobre",unpaid
4055,4194,2025-11-04,2025-11-04T16:21:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,78,True,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - November 1-15/2025,unpaid
4056,4195,2025-11-04,2025-11-04T16:23:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,78,True,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - November 16-30/2025,unpaid
4057,4196,2025-11-05,2025-11-05T08:15:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,77,True,1494.68,"7075 Marconi - Supply staff moving (Oct 6,7,8,9)",unpaid
4066,4228,2025-11-11,2025-11-11T17:50:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,71,True,649.75,"TDC80463746Service call to clean interior and exterior perimetric windows, as well as cobwebs removalNovember 06,2025",unpaid
4068,4230,2025-11-12,2025-11-12T08:41:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,70,True,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
4069,4231,2025-11-30,2025-11-12T08:46:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,52,True,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
4070,4232,2025-11-30,2025-11-12T08:50:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,52,True,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
4071,4233,2025-11-30,2025-11-12T08:53:00+00:00,Regular,9359-6633 Quebec Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,197.75,"Janitorial Services Bank TD,1295 Carling Ave, Ottawa, ON",unpaid
4072,4234,2025-11-30,2025-11-12T09:02:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,4944.65,"Janitorial services ,1341 Meadowlands Dr-Parkwood Hills-Package 1,",unpaid
4073,4235,2025-11-30,2025-11-12T09:44:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
4074,4236,2025-11-30,2025-11-12T09:48:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
4075,4237,2025-11-30,2025-11-12T09:59:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
4076,4238,2025-11-30,2025-11-12T10:07:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,953.04,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
4083,4245,2025-11-13,2025-11-13T15:34:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,69,True,853.15,1400 St Laurent Boulevard- Shampo/extract all carpeted area - Suite 507 - November 2025,unpaid
4084,4246,2025-11-13,2025-11-13T15:42:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,69,True,141.25,1343 Meadownlands Dr - PARKWOOD HILLS - Windows Cleaning - November 2025,unpaid
4096,4258,2025-11-30,2025-11-19T17:36:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,6105.79,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4097,4259,2025-11-24,2025-11-24T13:19:00+00:00,One Shot,Rojo Construction Management Inc.,10696480 Canada Ltd,Unpaid,58,True,734.5,Post Construction Cleaning (29-Sep and 03-Oct),unpaid
4099,4261,2025-11-24,2025-11-24T13:39:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,58,False,888.75,1355 Bank St. / Riverside - Power sweep and Pressure wash garage - October 25,unpaid
4102,4265,2025-11-24,2025-11-24T17:01:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,58,False,1864.5,Memorial Weekend - September 26th and 27th,unpaid
4103,4267,2025-11-24,2025-11-24T22:18:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,58,False,1975.52,40 Landry St. - Staff Replacement - November 3 to 7 and 10 to 14,unpaid
4104,4268,2025-11-30,2025-11-25T16:17:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,1007.18,Janitorial Services at 8 Place de commerce- Nov 2025,unpaid
4105,4269,2025-11-25,2025-11-25T16:18:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,57,False,762.75,25 Fitzgerald (MACH) -truck mount steam clean the lobby matts,unpaid
4106,4270,2025-11-30,2025-11-25T16:21:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,5185.37,"Janitorial Services at 201-211 Avenue Laurier E, Montréal, QC- Nov 2025",unpaid
4107,4271,2025-11-25,2025-11-25T16:21:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,57,False,141.25,25 Fitzgerald (MACH) - Supplies - Truck mount steam clean the lobby matts,unpaid
4108,4272,2025-11-30,2025-11-25T16:25:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,35467.95,Janitorial Services at 2001 Avenue McGill - Nov 2025,unpaid
4109,4273,2025-11-30,2025-11-25T16:27:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,229.95,Janitorial Services at 5970 Boul Henri-Bourassa O. Saint-Laurent O.S- Nov 2025,unpaid
4112,4276,2025-11-26,2025-11-26T14:47:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,56,False,546.13,MACH-1080 Beaver Hall - Cleaning Service of the STM carpets in room 100 (15 Nov),unpaid
4113,4277,2025-11-26,2025-11-26T22:37:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,56,True,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
4114,4278,2025-11-30,2025-11-26T22:41:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,52,True,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
4116,4280,2025-11-30,2025-11-26T22:46:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,52,True,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
4119,4283,2025-11-30,2025-11-26T22:53:00+00:00,Regular,9359-6633 Quebec Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,197.75,"Janitorial Services Bank TD,1295 Carling Ave, Ottawa, ON",unpaid
4123,4287,2025-11-30,2025-11-26T23:04:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,4944.65,"Janitorial Services 1341 Meadowlands Dr-Parkwood Hills-Package 1,",unpaid
4125,4289,2025-11-30,2025-11-26T23:08:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
4126,4290,2025-11-30,2025-11-26T23:10:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
4128,4292,2025-11-30,2025-11-26T23:12:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
4130,4294,2025-11-30,2025-11-26T23:16:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,52,True,953.04,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
4140,4304,2025-11-30,2025-11-27T15:25:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,1076.17,Janitorial services at 5800 Boul Cavendish (Mall Cavendish) 01-30 nov 2025,unpaid
4141,4305,2025-11-27,2025-11-27T15:31:00+00:00,One Shot,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,55,True,1125.04,Replacement at 825 rue Saint Laurent (Place Longueuil) mois nov 2025,unpaid
4142,4306,2025-11-30,2025-11-27T15:34:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,52,True,2682.14,Janitorial services at 7077-7101 Parc / Huawei 01-30 novembre 2025,unpaid
4143,4307,2025-11-30,2025-11-28T11:57:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,52,True,969.0,Janitorial services at 1801 Hollis st - Nov 2025,unpaid
4144,4308,2025-11-30,2025-11-28T12:02:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,52,True,16405.23,Janitorial Services at 1801 Hollis Street- November 2025,unpaid
4145,4309,2025-11-30,2025-11-28T12:05:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,52,True,16122.99,Janitorial Services at 99 Wyze Road. November 2025,unpaid
4146,4310,2025-11-30,2025-11-28T15:13:00+00:00,Regular,12433087 Canada Inc,15648815 Canada Inc-Luis Fernando Mendez,Unpaid,52,True,228.0,Janitorial Services at 99 Wyze Road. November 2025,unpaid
4147,4311,2025-11-29,2025-11-29T11:16:00+00:00,One Shot,Greenboro Medical Center,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,53,True,197.75,Lights replacement in both washrooms at Greenboro Medical Center - November 2025,unpaid
4148,4312,2025-11-30,2025-11-29T11:16:00+00:00,Regular,Greenboro Medical Center,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,52,True,1356.0,Janitorial services - 25 Tapiola Cresent - November 2025,unpaid
4149,4313,2025-11-30,2025-11-29T11:25:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,52,True,3811.29,Janitorial Services at 1000 Castle Hill- November 2025,unpaid
4150,4314,2025-11-30,2025-11-29T11:25:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,52,True,3787.5,Janitorial Services at 20 Deerfield - November 2025,unpaid
4151,4315,2025-11-30,2025-11-29T11:26:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,52,True,3787.5,Janitorial services - 18 Deerfield Dr - November 2025,unpaid
4152,4316,2025-11-30,2025-11-29T11:27:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,52,True,4384.5,Janitorial Services at BELL ON - November 2025,unpaid
4153,4317,2025-11-30,2025-11-29T11:29:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,52,True,2663.19,Janitorial Services at BELL QC - November 2025,unpaid
4154,4318,2025-11-30,2025-11-29T11:51:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,52,True,100.99,Janitorial services at 3605 INNES RD. Replacement November,unpaid
4155,4319,2025-11-30,2025-11-29T11:54:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,52,True,38.06,Janitorial services at 2767 SHEFFIELD RD. Replacement November,unpaid
4156,4320,2025-11-30,2025-11-29T12:08:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,52,True,2058.68,Infrequent Sites Janitorial Services BELL QC - November 2025,unpaid
4157,4321,2025-11-30,2025-11-29T12:19:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,52,True,10635.19,Janitorial Services at 625 Rene - Levesque Ouest- November 2025,unpaid
4158,4322,2025-11-30,2025-11-29T12:20:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,52,True,10577.7,Janitorial Services at 1155 Robert Bourassa- November 2025,unpaid
4159,4323,2025-11-30,2025-11-29T16:50:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,52,True,2327.69,"Janitorial Services - 454 Laurier Av E, Ottawa Novenber 25",unpaid
4160,4324,2025-11-30,2025-11-29T16:53:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,52,True,406.38,Janitorial Services at Media Plus 103-141 Catherine St - November 2025Labour - Washrooms one per week,unpaid
4161,4325,2025-11-30,2025-11-29T16:57:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,52,True,4350.5,Janitorial Services at OPA- November 2025,unpaid
4162,4326,2025-11-30,2025-11-29T17:03:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,52,True,423.75,Janitorial Services at J & R Saints 101 - 141 Catherine St - Nov 2025,unpaid
4163,4327,2025-11-30,2025-11-29T17:24:00+00:00,Regular,9359-6633 Quebec Inc.,15652286 Canada Inc-Anssuini,Unpaid,52,True,2529.45,Janitorial Services at Banque National 920 Blvd St Joseph . Nov 2025,unpaid
4164,4328,2025-11-30,2025-12-01T00:24:00+00:00,One Shot,12433087 Canada Inc,13037622 Canada Inc,Unpaid,52,True,8554.24,1341 Meadowlands-Parkwood Hills (Package 2) November 2025,unpaid
4165,4329,2025-11-30,2025-12-01T00:29:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,52,True,226.0,193 Metcalfe-Corridor- Janitorial services November 2025,unpaid
4170,4334,2025-12-31,2025-12-01T07:38:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,16944.35,Janitorial Services at 30 Eleanor Skyline and Maisonettes- Package 5 and 6 - November 2025,unpaid
4171,4335,2025-12-01,2025-12-01T09:15:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,51,False,26559.23,5800 Boulevard Cavendish- Cavendish Mall November 2025,unpaid
4172,4336,2025-12-31,2025-12-01T10:02:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,1712.89,Janitorial Services at 4825 Cousens November 2025,unpaid
4173,4337,2025-12-31,2025-12-01T10:06:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,31303.31,Janitorial Services at 7077-7101 Parc Av. November 2025,unpaid
4174,4339,2025-12-31,2025-12-01T10:10:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,291.11,Janitorial Services at 5907 Henri Bourassa- Annexair November 2025,unpaid
4175,4340,2025-12-31,2025-12-01T10:13:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,41833.73,MACH-Janitorial Services at 5100 Sherbrooke Est- November 2025,unpaid
4176,4341,2025-12-31,2025-12-01T10:15:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,27917.84,MACH-Janitorial Services at 1080 Beaver Hall-November 2025,unpaid
4177,4342,2025-12-31,2025-12-01T10:41:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,6028.0,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4178,4343,2025-12-31,2025-12-01T10:45:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,717.44,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4179,4344,2025-12-31,2025-12-01T11:11:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,2222.55,MACH-Janitorial Services at 2100 Maisonneuve Est- November 2025,unpaid
4180,4345,2025-12-31,2025-12-01T11:14:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,1180.79,MACH-Janitorial Services at 8 Place de Commerce-November 2025,unpaid
